PeriodStartUTC0,TemperatureAir,RelativeHumidity,NetRadiation,PAR,CMP,CMPRefl,TemperatureSoil5cm,TemperatureSoil10cm,TemperatureSoil30cm,SoilMoisture
2020-04-23T18:00:00.000000Z,8.2,47.4,-66.23,7.11,-1.93,0.12,8.86,9.12,8.02,0.37579454641847043
2020-04-23T18:30:00.000000Z,7.33,47.3,-61.67,0.45,-5.02,-0.43,8.42,8.92,7.98,0.37579454641847043
2020-04-23T19:00:00.000000Z,6.69,46.6,-61.58,-0.04,-5.65,-0.58,8.03,8.71,7.92,0.37507710337358713
2020-04-23T19:30:00.000000Z,6.0,46.6,-52.3,-0.06,-5.34,-0.71,7.67,8.5,7.85,0.37507710337358713
2020-04-23T20:00:00.000000Z,5.11,51.5,-44.46,-0.05,-4.48,-0.53,7.37,8.29,7.77,0.37507710337358713
2020-04-23T20:30:00.000000Z,4.31,52.9,-48.25,-0.03,-4.8,-0.62,7.09,8.09,7.68,0.37507710337358713
2020-04-23T21:00:00.000000Z,4.0,52.8,-49.91,-0.1,-4.71,-0.45,6.8,7.9,7.58,0.37507710337358713
2020-04-23T21:30:00.000000Z,4.2,53.5,-26.09,-0.08,-2.24,-0.06,6.56,7.7,7.49,0.37436117038458816
2020-04-23T22:00:00.000000Z,4.92,52.8,-48.14,0.0,-3.51,-0.28,6.44,7.53,7.39,0.37436117038458816
2020-04-23T22:30:00.000000Z,4.71,56.3,-44.85,0.08,-3.7,-0.27,6.27,7.37,7.29,0.37436117038458816
2020-04-23T23:00:00.000000Z,4.59,60.8,-44.5,0.03,-3.46,-0.24,6.12,7.22,7.19,0.37436117038458816
2020-04-23T23:30:00.000000Z,4.43,62.0,-52.53,-0.13,-4.09,-0.31,5.97,7.08,7.09,0.37436117038458816
2020-04-24T00:00:00.000000Z,4.44,65.7,-34.78,-0.08,-2.89,-0.24,5.83,6.95,7.0,0.37436117038458816
2020-04-24T00:30:00.000000Z,4.37,66.5,-33.75,0.08,-2.94,-0.19,5.75,6.82,6.91,0.37436117038458816
2020-04-24T01:00:00.000000Z,4.5,70.4,-24.79,-0.08,-2.18,-0.18,5.7,6.71,6.83,0.37436117038458816
2020-04-24T01:30:00.000000Z,4.33,69.5,-29.51,0.0,-2.62,-0.17,5.67,6.62,6.74,0.37436117038458816
2020-04-24T02:00:00.000000Z,4.43,70.7,-39.08,0.77,-2.74,-0.11,5.6,6.54,6.66,0.37436117038458816
2020-04-24T02:30:00.000000Z,4.39,67.9,-58.54,11.97,1.33,0.82,5.49,6.46,6.59,0.37436117038458816
2020-04-24T03:00:00.000000Z,4.3,68.2,-57.66,40.52,10.65,1.86,5.31,6.37,6.52,0.37436117038458816
2020-04-24T03:30:00.000000Z,4.4,70.5,-39.22,116.04,54.75,15.79,5.18,6.27,6.45,0.37436117038458816
2020-04-24T04:00:00.000000Z,5.06,75.3,-8.75,272.74,142.41,39.6,5.14,6.16,6.38,0.3736467266882184
2020-04-24T04:30:00.000000Z,5.65,73.1,25.75,431.41,218.99,52.19,5.21,6.08,6.31,0.3736467266882184
2020-04-24T05:00:00.000000Z,5.78,73.2,38.66,439.89,214.47,40.82,5.4,6.04,6.25,0.3736467266882184
2020-04-24T05:30:00.000000Z,6.45,70.2,112.75,711.81,365.06,66.23,5.69,6.05,6.19,0.3736467266882184
2020-04-24T06:00:00.000000Z,7.37,66.3,189.39,897.34,470.98,82.95,6.21,6.11,6.15,0.3736467266882184
2020-04-24T06:30:00.000000Z,7.68,62.3,181.64,910.28,476.32,82.6,6.7,6.25,6.12,0.3736467266882184
2020-04-24T07:00:00.000000Z,8.24,61.0,226.9,1021.11,538.71,92.66,7.1,6.43,6.11,0.3729337518072158
2020-04-24T07:30:00.000000Z,8.67,57.3,210.15,857.59,445.28,73.99,7.47,6.62,6.13,0.3729337518072158
2020-04-24T08:00:00.000000Z,8.75,56.3,199.26,722.06,371.06,61.46,7.79,6.82,6.18,0.3722222255482732
2020-04-24T08:30:00.000000Z,9.13,53.3,256.89,886.35,451.18,74.29,8.08,7.02,6.24,0.3722222255482732
2020-04-24T09:00:00.000000Z,9.84,50.2,193.58,678.08,343.78,55.88,8.39,7.2,6.31,0.3722222255482732
2020-04-24T09:30:00.000000Z,9.45,48.2,140.07,520.91,253.56,41.02,8.61,7.38,6.39,0.37151212799999866
2020-04-24T10:00:00.000000Z,9.15,51.8,80.55,341.45,158.68,25.2,8.64,7.53,6.47,0.37151212799999866
2020-04-24T10:30:00.000000Z,9.39,50.2,86.87,384.87,178.25,28.08,8.65,7.64,6.55,0.37151212799999866
2020-04-24T11:00:00.000000Z,9.43,52.3,89.12,383.08,177.98,27.87,8.67,7.73,6.62,0.3708034395308806
2020-04-24T11:30:00.000000Z,9.52,50.9,105.65,417.66,196.3,30.94,8.7,7.79,6.68,0.3700961407872554
2020-04-24T12:00:00.000000Z,9.78,52.3,208.73,729.02,361.48,59.02,8.77,7.84,6.73,0.3700961407872554
2020-04-24T12:30:00.000000Z,9.34,53.3,51.09,371.81,175.03,30.19,8.98,7.9,6.77,0.3700961407872554
2020-04-24T13:00:00.000000Z,9.15,54.0,118.91,474.43,229.23,37.18,8.94,7.97,6.81,0.3700961407872554
2020-04-24T13:30:00.000000Z,8.86,54.8,25.48,266.16,122.12,21.1,8.98,8.03,6.86,0.3700961407872554
2020-04-24T14:00:00.000000Z,7.99,60.5,26.89,276.33,126.43,21.89,8.8,8.06,6.89,0.3693902126913011
2020-04-24T14:30:00.000000Z,8.67,58.3,61.58,284.36,135.01,22.1,8.7,8.06,6.93,0.3693902126913011
2020-04-24T15:00:00.000000Z,9.28,55.4,109.6,499.97,244.56,52.2,8.66,8.05,6.95,0.3693902126913011
2020-04-24T15:30:00.000000Z,7.57,65.0,-14.81,105.5,47.98,10.6,8.53,8.04,6.97,0.3693902126913011
2020-04-24T16:00:00.000000Z,5.16,82.7,-29.28,50.94,20.88,5.36,8.15,7.99,6.98,0.3693902126913011
2020-04-24T16:30:00.000000Z,5.54,75.9,-30.47,46.43,19.08,4.97,7.85,7.9,6.99,0.3693902126913011
2020-04-24T17:00:00.000000Z,5.89,72.7,-32.53,41.75,18.6,4.17,7.64,7.79,6.98,0.3693902126913011
2020-04-24T17:30:00.000000Z,5.86,72.6,-30.74,17.83,7.08,1.71,7.42,7.68,6.97,0.36868563643900387
2020-04-24T18:00:00.000000Z,5.53,72.1,-33.58,6.29,0.36,0.42,7.2,7.57,6.94,0.36868563643900387
2020-04-24T18:30:00.000000Z,5.36,70.3,-32.41,0.39,-2.32,-0.12,6.98,7.45,6.91,0.36868563643900387
2020-04-24T19:00:00.000000Z,4.96,73.4,-51.07,0.01,-4.55,-0.32,6.76,7.34,6.87,0.36868563643900387
2020-04-24T19:30:00.000000Z,4.61,74.2,-47.37,0.02,-4.23,-0.21,6.48,7.21,6.82,0.3679823934981643
2020-04-24T20:00:00.000000Z,3.82,71.5,-62.75,-0.13,-6.53,-0.77,6.2,7.08,6.77,0.3679823934981643
2020-04-24T20:30:00.000000Z,3.9,65.1,-75.12,-0.03,-5.45,-0.22,5.86,6.93,6.71,0.3679823934981643
2020-04-24T21:00:00.000000Z,3.4,53.0,-77.15,0.03,-5.6,-0.38,5.57,6.77,6.65,0.3679823934981643
2020-04-24T21:30:00.000000Z,2.45,45.3,-78.31,-0.15,-5.99,-0.49,5.24,6.59,6.58,0.3679823934981643
2020-04-24T22:00:00.000000Z,1.84,39.2,-61.83,-0.14,-5.17,-0.48,4.91,6.4,6.5,0.3679823934981643
2020-04-24T22:30:00.000000Z,1.92,38.5,-31.3,0.01,-2.44,-0.23,4.68,6.21,6.42,0.3679823934981643
2020-04-24T23:00:00.000000Z,2.06,38.1,-32.77,-0.08,-2.38,-0.28,4.55,6.04,6.33,0.3679823934981643
2020-04-24T23:30:00.000000Z,1.64,35.0,-60.68,-0.09,-4.36,-0.33,4.38,5.89,6.24,0.36728046560638683
2020-04-25T00:00:00.000000Z,0.91,37.1,-61.08,-0.11,-4.95,-0.37,4.11,5.74,6.15,0.3679823934981643
2020-04-25T00:30:00.000000Z,0.69,38.0,-56.01,-0.13,-4.89,-0.43,3.89,5.58,6.06,0.3679823934981643
2020-04-25T01:00:00.000000Z,-0.4,46.2,-35.71,-0.09,-3.48,-0.32,3.72,5.42,5.96,0.3679823934981643
2020-04-25T01:30:00.000000Z,-0.55,49.7,-36.86,0.0,-3.31,-0.06,3.64,5.28,5.87,0.3679823934981643
2020-04-25T02:00:00.000000Z,-1.49,46.4,-63.48,1.24,-4.94,-0.1,3.51,5.16,5.78,0.3679823934981643
2020-04-25T02:30:00.000000Z,-2.91,48.4,-59.92,13.82,0.65,0.95,3.29,5.03,5.69,0.3679823934981643
2020-04-25T03:00:00.000000Z,-2.97,52.7,-47.47,56.01,28.24,10.51,3.08,4.89,5.6,0.3679823934981643
2020-04-25T03:30:00.000000Z,-1.96,59.8,-30.9,130.1,73.12,23.37,2.95,4.74,5.51,0.36728046560638683
2020-04-25T04:00:00.000000Z,0.34,62.5,-14.13,248.02,131.83,34.86,2.87,4.61,5.42,0.3679823934981643
2020-04-25T04:30:00.000000Z,2.04,55.1,13.74,394.13,201.63,46.14,2.86,4.49,5.34,0.3679823934981643
2020-04-25T05:00:00.000000Z,3.16,50.0,40.91,493.05,252.18,49.26,3.0,4.4,5.25,0.3679823934981643
2020-04-25T05:30:00.000000Z,3.65,46.8,97.3,668.59,352.09,64.88,3.28,4.37,5.18,0.36728046560638683
2020-04-25T06:00:00.000000Z,4.59,43.8,135.25,788.2,413.49,73.51,3.69,4.4,5.11,0.36728046560638683
2020-04-25T06:30:00.000000Z,5.18,40.4,178.97,909.51,479.69,83.66,4.18,4.5,5.06,0.36657983476907496
2020-04-25T07:00:00.000000Z,5.36,42.3,227.84,1025.4,547.82,95.63,4.74,4.64,5.03,0.36657983476907496
2020-04-25T07:30:00.000000Z,5.85,40.4,272.08,1106.56,593.79,101.15,5.27,4.85,5.03,0.36657983476907496
2020-04-25T08:00:00.000000Z,6.41,41.3,331.96,1189.34,636.13,107.85,5.74,5.09,5.06,0.36657983476907496
2020-04-25T08:30:00.000000Z,6.67,41.4,373.8,1245.83,665.56,112.5,6.26,5.35,5.12,0.36657983476907496
2020-04-25T09:00:00.000000Z,7.07,42.9,379.51,1262.16,665.58,111.75,6.82,5.63,5.21,0.36657983476907496
2020-04-25T09:30:00.000000Z,7.03,46.2,311.13,1063.81,550.63,92.8,7.33,5.92,5.31,0.3658804832574565
2020-04-25T10:00:00.000000Z,7.13,48.8,253.55,858.52,431.13,72.0,7.77,6.21,5.43,0.3658804832574565
2020-04-25T10:30:00.000000Z,6.66,54.2,203.56,728.21,361.24,60.16,8.07,6.49,5.55,0.3658804832574565
2020-04-25T11:00:00.000000Z,6.34,59.0,161.01,640.44,315.04,54.34,8.23,6.73,5.68,0.365182393606577
2020-04-25T11:30:00.000000Z,6.28,59.8,220.92,866.73,432.94,76.3,8.18,6.92,5.8,0.365182393606577
2020-04-25T12:00:00.000000Z,6.75,60.3,184.44,676.51,338.73,58.54,8.21,7.04,5.91,0.3644855486133389
2020-04-25T12:30:00.000000Z,6.84,59.4,320.16,1128.31,585.04,107.45,8.31,7.14,6.01,0.3644855486133389
2020-04-25T13:00:00.000000Z,7.48,48.4,312.97,1091.28,572.06,106.52,8.37,7.23,6.1,0.3644855486133389
2020-04-25T13:30:00.000000Z,6.95,43.8,238.94,905.56,469.53,89.56,8.4,7.32,6.19,0.3637899313345059
2020-04-25T14:00:00.000000Z,6.58,43.7,211.15,840.4,435.41,87.56,8.29,7.39,6.28,0.3637899313345059
2020-04-25T14:30:00.000000Z,6.36,44.6,161.23,717.38,368.06,80.37,8.11,7.41,6.36,0.3637899313345059
2020-04-25T15:00:00.000000Z,5.99,46.1,115.82,602.7,305.54,73.31,7.89,7.4,6.44,0.3637899313345059
2020-04-25T15:30:00.000000Z,5.9,43.2,63.15,450.35,227.62,60.69,7.58,7.35,6.5,0.36309552508475607
2020-04-25T16:00:00.000000Z,5.54,44.2,15.12,297.22,146.2,39.74,7.26,7.27,6.54,0.3637899313345059
2020-04-25T16:30:00.000000Z,4.7,44.1,-48.24,129.57,43.03,6.72,6.87,7.17,6.56,0.36309552508475607
2020-04-25T17:00:00.000000Z,4.28,41.3,-58.64,85.36,25.55,4.16,6.45,7.03,6.56,0.36309552508475607
2020-04-25T17:30:00.000000Z,3.98,41.0,-69.1,41.38,11.19,2.39,6.06,6.87,6.53,0.3624023134347094
2020-04-25T18:00:00.000000Z,3.56,42.5,-75.48,10.48,-0.95,0.48,5.68,6.69,6.49,0.3624023134347094
2020-04-25T18:30:00.000000Z,3.2,44.0,-78.12,0.82,-5.44,-0.32,5.33,6.5,6.44,0.3624023134347094
2020-04-25T19:00:00.000000Z,2.81,45.1,-72.65,-0.09,-6.01,-0.49,5.01,6.32,6.37,0.3624023134347094
2020-04-25T19:30:00.000000Z,2.59,47.8,-71.64,-0.21,-5.83,-0.49,4.74,6.13,6.29,0.3624023134347094
2020-04-25T20:00:00.000000Z,1.68,51.4,-64.1,-0.11,-6.39,-0.75,4.49,5.95,6.2,0.3624023134347094
2020-04-25T20:30:00.000000Z,0.93,57.0,-61.63,-0.08,-5.9,-0.51,4.22,5.78,6.1,0.3624023134347094
2020-04-25T21:00:00.000000Z,-0.15,60.1,-58.46,-0.12,-5.92,-0.67,3.95,5.61,6.01,0.3624023134347094
2020-04-25T21:30:00.000000Z,-0.64,61.8,-58.86,-0.02,-5.62,-0.54,3.7,5.43,5.91,0.3624023134347094
2020-04-25T22:00:00.000000Z,-1.28,62.1,-60.02,-0.06,-5.55,-0.42,3.48,5.26,5.81,0.3624023134347094
2020-04-25T22:30:00.000000Z,-2.1,63.0,-59.61,-0.13,-5.6,-0.35,3.26,5.08,5.7,0.3624023134347094
2020-04-25T23:00:00.000000Z,-2.97,66.0,-58.33,-0.1,-5.26,0.08,3.05,4.91,5.6,0.3624023134347094
2020-04-25T23:30:00.000000Z,-3.18,66.3,-57.3,0.0,-4.85,0.6,2.85,4.74,5.5,0.3624023134347094
2020-04-26T00:00:00.000000Z,-3.16,63.6,-59.3,-0.04,-3.63,1.42,2.67,4.58,5.39,0.3624023134347094
2020-04-26T00:30:00.000000Z,-3.31,66.7,-58.35,-0.04,-3.23,2.34,2.5,4.42,5.29,0.36171028020896157
2020-04-26T01:00:00.000000Z,-3.87,66.4,-58.06,0.01,-2.12,3.47,2.34,4.27,5.19,0.36171028020896157
2020-04-26T01:30:00.000000Z,-3.82,68.1,-55.29,0.05,-2.51,3.08,2.19,4.12,5.09,0.36171028020896157
2020-04-26T02:00:00.000000Z,-4.65,68.4,-47.5,1.2,-0.57,3.72,2.07,3.98,4.99,0.36171028020896157
2020-04-26T02:30:00.000000Z,-3.62,68.4,-49.34,12.66,3.41,4.67,1.96,3.85,4.89,0.36171028020896157
2020-04-26T03:00:00.000000Z,-3.41,74.1,-21.88,51.6,45.55,21.44,1.88,3.72,4.8,0.36171028020896157
2020-04-26T03:30:00.000000Z,-2.56,75.9,-17.4,80.22,37.19,13.06,1.87,3.62,4.71,0.36171028020896157
2020-04-26T04:00:00.000000Z,-1.71,84.6,13.0,160.99,75.6,22.99,1.88,3.53,4.62,0.36171028020896157
2020-04-26T04:30:00.000000Z,0.43,90.3,54.55,342.96,173.2,38.16,1.97,3.45,4.54,0.36171028020896157
2020-04-26T05:00:00.000000Z,2.46,89.4,73.79,386.43,189.91,31.39,2.3,3.41,4.46,0.36171028020896157
2020-04-26T05:30:00.000000Z,3.95,73.2,95.58,446.37,217.48,34.56,2.89,3.46,4.39,0.3610194094841461
2020-04-26T06:00:00.000000Z,4.97,64.6,133.88,591.43,292.93,45.99,3.55,3.6,4.34,0.3610194094841461
2020-04-26T06:30:00.000000Z,5.7,52.5,133.03,531.66,260.18,40.99,4.22,3.82,4.31,0.36032968558698397
2020-04-26T07:00:00.000000Z,6.15,48.4,165.6,707.72,355.24,57.78,4.79,4.07,4.31,0.36032968558698397
2020-04-26T07:30:00.000000Z,7.03,44.4,224.98,930.84,479.15,79.09,5.35,4.32,4.33,0.36032968558698397
2020-04-26T08:00:00.000000Z,7.87,41.2,335.86,1188.66,629.28,104.72,5.93,4.59,4.38,0.36032968558698397
2020-04-26T08:30:00.000000Z,8.19,36.8,309.11,1070.82,550.53,89.8,6.37,4.89,4.45,0.36032968558698397
2020-04-26T09:00:00.000000Z,8.09,41.2,251.85,895.38,449.69,72.72,6.76,5.18,4.55,0.3596410930923415
2020-04-26T09:30:00.000000Z,8.62,40.5,377.14,1233.47,639.08,107.02,7.21,5.46,4.66,0.3596410930923415
2020-04-26T10:00:00.000000Z,8.51,45.9,307.29,994.12,507.08,85.34,7.74,5.73,4.79,0.35895361682130633
2020-04-26T10:30:00.000000Z,7.46,48.2,62.08,344.24,160.48,27.65,8.01,6.04,4.93,0.35895361682130633
2020-04-26T11:00:00.000000Z,7.85,47.2,170.63,645.64,315.14,52.53,7.93,6.29,5.07,0.35895361682130633
2020-04-26T11:30:00.000000Z,7.93,45.2,93.04,414.99,196.35,32.51,8.07,6.46,5.21,0.35895361682130633
2020-04-26T12:00:00.000000Z,8.4,48.3,239.34,845.61,421.05,71.96,8.08,6.61,5.33,0.3582672418392445
2020-04-26T12:30:00.000000Z,8.69,44.9,182.12,656.23,321.13,53.18,8.25,6.72,5.44,0.3582672418392445
2020-04-26T13:00:00.000000Z,7.53,55.5,76.34,369.86,172.27,28.62,8.28,6.84,5.54,0.3582672418392445
2020-04-26T13:30:00.000000Z,7.08,59.4,89.3,444.48,211.39,35.81,8.16,6.93,5.63,0.3582672418392445
2020-04-26T14:00:00.000000Z,7.36,58.4,82.55,382.96,180.1,29.23,8.19,6.99,5.71,0.3582672418392445
2020-04-26T14:30:00.000000Z,7.87,54.3,107.61,552.73,267.54,54.3,8.11,7.04,5.79,0.3575819534538882
2020-04-26T15:00:00.000000Z,9.08,44.1,184.68,700.65,361.49,80.9,8.03,7.06,5.85,0.3575819534538882
2020-04-26T15:30:00.000000Z,9.17,38.6,130.45,526.96,277.35,70.98,8.07,7.08,5.91,0.3568977372134201
2020-04-26T16:00:00.000000Z,8.33,40.9,46.13,210.24,113.48,30.03,7.95,7.1,5.96,0.3568977372134201
2020-04-26T16:30:00.000000Z,7.84,46.1,8.39,97.49,51.31,9.56,7.65,7.09,6.0,0.3568977372134201
2020-04-26T17:00:00.000000Z,7.36,49.7,-2.08,79.68,43.01,8.84,7.32,7.04,6.04,0.3568977372134201
2020-04-26T17:30:00.000000Z,6.87,48.7,-36.02,49.89,23.05,4.87,7.02,6.96,6.06,0.3568977372134201
2020-04-26T18:00:00.000000Z,6.03,50.2,-44.32,12.98,3.96,1.31,6.68,6.85,6.07,0.3568977372134201
2020-04-26T18:30:00.000000Z,5.04,50.0,-62.12,1.25,-5.17,-0.56,6.32,6.73,6.06,0.3568977372134201
2020-04-26T19:00:00.000000Z,4.14,53.0,-66.21,-0.09,-6.12,-0.73,5.91,6.58,6.04,0.3568977372134201
2020-04-26T19:30:00.000000Z,3.6,56.4,-66.77,-0.15,-5.85,-0.58,5.52,6.41,6.01,0.3568977372134201
2020-04-26T20:00:00.000000Z,3.19,57.4,-67.21,0.03,-5.75,-0.44,5.18,6.23,5.96,0.3562145789045572
2020-04-26T20:30:00.000000Z,2.73,59.2,-65.62,-0.02,-5.86,-0.5,4.88,6.05,5.9,0.3562145789045572
2020-04-26T21:00:00.000000Z,2.27,61.0,-65.22,-0.13,-5.96,-0.59,4.6,5.87,5.84,0.3562145789045572
2020-04-26T21:30:00.000000Z,1.95,58.2,-66.9,-0.09,-5.75,-0.47,4.34,5.7,5.76,0.3562145789045572
2020-04-26T22:00:00.000000Z,1.58,57.9,-65.99,0.15,-5.92,-0.49,4.1,5.52,5.68,0.3562145789045572
2020-04-26T22:30:00.000000Z,0.36,62.9,-60.96,0.01,-5.97,-0.54,3.86,5.36,5.6,0.3562145789045572
2020-04-26T23:00:00.000000Z,-0.16,63.1,-59.53,-0.19,-5.86,-0.46,3.61,5.19,5.51,0.3562145789045572
2020-04-26T23:30:00.000000Z,-0.96,66.3,-58.36,-0.11,-5.43,-0.25,3.38,5.02,5.43,0.3562145789045572
2020-04-27T00:00:00.000000Z,-1.58,67.0,-58.11,0.02,-5.29,-0.19,3.16,4.86,5.34,0.3562145789045572
2020-04-27T00:30:00.000000Z,-2.43,67.3,-57.23,-0.2,-5.46,-0.18,2.95,4.69,5.24,0.3562145789045572
2020-04-27T01:00:00.000000Z,-2.6,67.8,-56.34,0.07,-4.72,0.12,2.75,4.53,5.15,0.3562145789045572
2020-04-27T01:30:00.000000Z,-3.24,67.7,-46.94,-0.05,-3.59,0.21,2.56,4.37,5.06,0.3562145789045572
2020-04-27T02:00:00.000000Z,-3.43,70.8,-47.6,1.92,-2.3,1.11,2.41,4.22,4.96,0.35553246455065257
2020-04-27T02:30:00.000000Z,-3.04,71.6,-33.5,15.46,6.51,2.69,2.3,4.07,4.87,0.3562145789045572
2020-04-27T03:00:00.000000Z,-2.34,71.6,-36.11,56.74,34.78,10.33,2.22,3.95,4.78,0.3562145789045572
2020-04-27T03:30:00.000000Z,-2.29,75.1,-17.72,119.29,55.06,12.83,2.17,3.83,4.69,0.35553246455065257
2020-04-27T04:00:00.000000Z,0.51,87.5,62.22,351.73,213.62,48.63,2.21,3.73,4.61,0.35553246455065257
2020-04-27T04:30:00.000000Z,3.59,68.1,104.16,532.25,294.73,65.75,2.46,3.64,4.53,0.35553246455065257
2020-04-27T05:00:00.000000Z,4.7,62.2,122.16,633.43,334.07,68.67,3.02,3.66,4.46,0.35485138040979014
2020-04-27T05:30:00.000000Z,4.86,57.2,120.1,678.76,358.97,67.38,3.54,3.76,4.41,0.35485138040979014
2020-04-27T06:00:00.000000Z,5.67,50.4,152.38,808.58,429.59,77.26,3.97,3.92,4.37,0.35485138040979014
2020-04-27T06:30:00.000000Z,6.26,45.1,179.81,910.43,482.89,85.07,4.42,4.1,4.36,0.35485138040979014
2020-04-27T07:00:00.000000Z,6.38,45.3,220.17,1012.69,539.54,93.2,4.86,4.3,4.37,0.35485138040979014
2020-04-27T07:30:00.000000Z,7.01,41.2,251.17,1037.86,544.23,90.32,5.29,4.52,4.41,0.35485138040979014
2020-04-27T08:00:00.000000Z,8.14,39.1,387.35,1314.46,705.33,118.66,5.83,4.76,4.47,0.3541713129729003
2020-04-27T08:30:00.000000Z,7.66,39.7,378.09,1229.3,640.65,106.23,6.46,5.04,4.55,0.3541713129729003
2020-04-27T09:00:00.000000Z,7.82,38.5,262.02,907.49,466.5,77.01,7.12,5.36,4.66,0.3541713129729003
2020-04-27T09:30:00.000000Z,7.78,38.4,285.65,968.0,489.83,79.92,7.46,5.69,4.78,0.3541713129729003
2020-04-27T10:00:00.000000Z,7.69,39.9,239.0,853.4,436.66,73.03,7.72,5.97,4.92,0.3541713129729003
2020-04-27T10:30:00.000000Z,8.25,36.4,182.58,642.49,318.01,51.43,8.01,6.2,5.06,0.3534922489618597
2020-04-27T11:00:00.000000Z,8.02,38.2,149.8,569.8,277.26,44.85,8.15,6.42,5.19,0.3534922489618597
2020-04-27T11:30:00.000000Z,8.2,38.7,179.82,655.59,323.65,53.19,8.29,6.61,5.32,0.35281417532762505
2020-04-27T12:00:00.000000Z,8.37,38.6,194.6,672.68,330.72,55.65,8.46,6.77,5.44,0.35281417532762505
2020-04-27T12:30:00.000000Z,8.1,39.8,153.76,582.29,283.22,46.3,8.53,6.92,5.55,0.35281417532762505
2020-04-27T13:00:00.000000Z,8.08,41.9,167.9,643.34,318.4,54.79,8.52,7.04,5.65,0.35281417532762505
2020-04-27T13:30:00.000000Z,8.94,37.5,276.47,983.08,506.67,94.46,8.55,7.13,5.74,0.35213707924834536
2020-04-27T14:00:00.000000Z,8.14,40.2,85.26,421.7,203.29,33.13,8.47,7.2,5.83,0.35146094812749973
2020-04-27T14:30:00.000000Z,7.88,39.5,53.86,307.18,146.1,23.79,8.4,7.25,5.91,0.35146094812749973
2020-04-27T15:00:00.000000Z,8.02,40.6,48.98,252.37,120.6,19.76,8.31,7.29,5.99,0.35146094812749973
2020-04-27T15:30:00.000000Z,7.88,41.5,39.29,231.51,111.87,18.66,8.17,7.3,6.06,0.35146094812749973
2020-04-27T16:00:00.000000Z,7.69,43.9,19.38,173.59,83.07,13.67,8.03,7.3,6.1,0.35146094812749973
2020-04-27T16:30:00.000000Z,7.39,44.5,-1.42,98.81,44.95,7.27,7.81,7.27,6.14,0.35146094812749973
2020-04-27T17:00:00.000000Z,6.84,49.0,-27.54,75.95,30.75,4.67,7.53,7.22,6.17,0.35078576959203245
2020-04-27T17:30:00.000000Z,5.26,58.2,-22.91,27.04,8.26,0.97,7.16,7.13,6.18,0.35078576959203245
2020-04-27T18:00:00.000000Z,4.8,62.6,-20.12,5.68,0.53,0.17,6.87,7.01,6.17,0.35078576959203245
2020-04-27T18:30:00.000000Z,4.44,64.7,-20.86,0.54,-1.84,-0.14,6.64,6.89,6.16,0.35078576959203245
2020-04-27T19:00:00.000000Z,3.67,67.3,-33.87,-0.01,-3.41,-0.28,6.42,6.77,6.14,0.35078576959203245
2020-04-27T19:30:00.000000Z,2.41,58.8,-56.64,-0.02,-5.97,-0.92,6.06,6.65,6.1,0.35078576959203245
2020-04-27T20:00:00.000000Z,0.41,64.1,-56.69,-0.09,-5.65,-0.55,5.58,6.49,6.06,0.35078576959203245
2020-04-27T20:30:00.000000Z,-0.27,63.3,-54.6,-0.01,-4.94,-0.06,5.13,6.29,6.01,0.35011153149049146
2020-04-27T21:00:00.000000Z,-0.88,65.7,-50.31,0.04,-4.78,0.03,4.75,6.08,5.95,0.35011153149049146
2020-04-27T21:30:00.000000Z,-1.15,68.7,-47.25,0.05,-4.09,0.29,4.44,5.87,5.87,0.35011153149049146
2020-04-27T22:00:00.000000Z,-1.44,68.9,-41.34,-0.01,-3.5,0.25,4.19,5.66,5.79,0.35011153149049146
2020-04-27T22:30:00.000000Z,-1.27,73.2,-29.33,0.04,-2.21,0.53,4.0,5.47,5.7,0.35011153149049146
2020-04-27T23:00:00.000000Z,-0.89,74.3,-30.37,0.04,-1.88,0.86,3.9,5.31,5.61,0.35011153149049146
2020-04-27T23:30:00.000000Z,-0.58,71.3,-28.64,0.02,-2.19,0.36,3.82,5.17,5.52,0.35011153149049146
2020-04-28T00:00:00.000000Z,-0.97,74.3,-30.37,0.04,-2.31,0.53,3.74,5.04,5.43,0.35011153149049146
2020-04-28T00:30:00.000000Z,-0.79,77.0,-24.57,-0.09,-1.7,0.61,3.65,4.93,5.35,0.3494382218911778
2020-04-28T01:00:00.000000Z,-0.69,76.5,-25.03,-0.04,-1.7,0.46,3.59,4.83,5.27,0.3494382218911778
2020-04-28T01:30:00.000000Z,-0.51,77.2,-19.98,0.04,-1.35,0.49,3.55,4.75,5.19,0.3494382218911778
2020-04-28T02:00:00.000000Z,-0.32,76.8,-22.07,1.98,-0.48,0.65,3.52,4.66,5.12,0.3494382218911778
2020-04-28T02:30:00.000000Z,-0.18,75.5,-18.34,13.32,5.3,1.48,3.49,4.6,5.05,0.3494382218911778
2020-04-28T03:00:00.000000Z,0.14,80.0,-4.66,41.13,20.68,4.18,3.5,4.53,4.99,0.3494382218911778
2020-04-28T03:30:00.000000Z,0.63,81.4,4.17,68.86,31.54,5.28,3.58,4.48,4.93,0.3494382218911778
2020-04-28T04:00:00.000000Z,1.45,81.7,15.05,106.78,48.13,7.61,3.7,4.46,4.88,0.3494382218911778
2020-04-28T04:30:00.000000Z,2.43,80.8,33.51,164.98,74.72,11.66,3.89,4.45,4.83,0.3494382218911778
